@relation doenca
  
@attribute temperaturas {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40}
@attribute umidade {100, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, <90}
@attribute manchas {Sim, Nao}
@attribute chuva {Sim, Nao}
@attribute doenca {Sim, Nao}
  
@data
35,94,Sim,Nao,Nao
35,94,Sim,Sim,Nao
35,94,Nao,Sim,Nao
36,94,Nao,Nao,Nao
36,94,Sim,Nao,Nao
36,94,Sim,Sim,Nao
36,94,Nao,Sim,Nao
37,94,Nao,Nao,Nao
37,94,Sim,Nao,Nao
37,94,Sim,Sim,Nao
37,94,Nao,Sim,Nao
38,94,Nao,Nao,Nao
38,94,Sim,Nao,Nao
38,94,Sim,Sim,Nao
38,94,Nao,Sim,Nao
39,94,Nao,Nao,Nao
39,94,Sim,Nao,Nao
39,94,Sim,Sim,Nao
39,94,Nao,Sim,Nao
40,94,Nao,Nao,Nao
40,94,Sim,Nao,Nao
40,94,Sim,Sim,Nao
40,94,Nao,Sim,Nao
1,93,Nao,Nao,Nao
1,93,Sim,Nao,Nao
1,93,Sim,Sim,Nao
1,93,Nao,Sim,Nao
2,93,Nao,Nao,Nao
2,93,Sim,Nao,Nao
2,93,Sim,Sim,Nao
2,93,Nao,Sim,Nao
3,93,Nao,Nao,Nao
3,93,Sim,Nao,Nao
3,93,Sim,Sim,Nao
3,93,Nao,Sim,Nao
4,93,Nao,Nao,Nao
4,93,Sim,Nao,Nao
4,93,Sim,Sim,Nao
4,93,Nao,Sim,Nao
5,93,Nao,Nao,Nao
5,93,Sim,Nao,Nao
5,93,Sim,Sim,Nao
5,93,Nao,Sim,Nao
6,93,Nao,Nao,Nao
6,93,Sim,Nao,Nao
6,93,Sim,Sim,Nao
6,93,Nao,Sim,Nao
7,93,Nao,Nao,Nao
7,93,Sim,Nao,Nao
7,93,Sim,Sim,Nao
7,93,Nao,Sim,Nao
8,93,Nao,Nao,Nao
8,93,Sim,Nao,Nao
8,93,Sim,Sim,Nao
8,93,Nao,Sim,Nao
9,93,Nao,Nao,Nao
9,93,Sim,Nao,Nao
9,93,Sim,Sim,Nao
9,93,Nao,Sim,Nao
10,93,Nao,Nao,Nao
10,93,Sim,Nao,Nao
10,93,Sim,Sim,Nao
10,93,Nao,Sim,Nao
11,93,Nao,Nao,Nao
11,93,Sim,Nao,Nao
11,93,Sim,Sim,Nao
11,93,Nao,Sim,Nao
21,93,Nao,Nao,Nao
21,93,Sim,Nao,Nao
21,93,Sim,Sim,Nao
21,93,Nao,Sim,Nao
22,93,Nao,Nao,Nao
22,93,Sim,Nao,Nao
22,93,Sim,Sim,Nao
22,93,Nao,Sim,Nao
23,93,Nao,Nao,Nao
23,93,Sim,Nao,Nao
23,93,Sim,Sim,Nao
23,93,Nao,Sim,Nao
24,93,Nao,Nao,Nao
24,93,Sim,Nao,Nao
24,93,Sim,Sim,Nao
24,93,Nao,Sim,Nao
25,93,Nao,Nao,Nao
25,93,Sim,Nao,Nao
25,93,Sim,Sim,Nao
25,93,Nao,Sim,Nao
26,93,Nao,Nao,Nao
26,93,Sim,Nao,Nao
26,93,Sim,Sim,Nao
26,93,Nao,Sim,Nao
27,93,Nao,Nao,Nao
27,93,Sim,Nao,Nao
27,93,Sim,Sim,Nao
27,93,Nao,Sim,Nao
28,93,Nao,Nao,Nao
28,93,Sim,Nao,Nao
28,93,Sim,Sim,Nao
28,93,Nao,Sim,Nao
29,93,Nao,Nao,Nao
29,93,Sim,Nao,Nao
29,93,Sim,Sim,Nao
29,93,Nao,Sim,Nao
30,93,Nao,Nao,Nao
30,93,Sim,Nao,Nao
30,93,Sim,Sim,Nao
30,93,Nao,Sim,Nao
31,93,Nao,Nao,Nao
31,93,Sim,Nao,Nao
31,93,Sim,Sim,Nao
31,93,Nao,Sim,Nao
32,93,Nao,Nao,Nao
32,93,Sim,Nao,Nao
32,93,Sim,Sim,Nao
32,93,Nao,Sim,Nao
33,93,Nao,Nao,Nao
33,93,Sim,Nao,Nao
33,93,Sim,Sim,Nao
33,93,Nao,Sim,Nao
34,93,Nao,Nao,Nao
34,93,Sim,Nao,Nao
34,93,Sim,Sim,Nao
34,93,Nao,Sim,Nao
35,93,Nao,Nao,Nao
35,93,Sim,Nao,Nao
35,93,Sim,Sim,Nao
35,93,Nao,Sim,Nao
36,93,Nao,Nao,Nao
36,93,Sim,Nao,Nao
36,93,Sim,Sim,Nao
36,93,Nao,Sim,Nao
37,93,Nao,Nao,Nao
37,93,Sim,Nao,Nao
37,93,Sim,Sim,Nao
37,93,Nao,Sim,Nao
38,93,Nao,Nao,Nao
38,93,Sim,Nao,Nao
38,93,Sim,Sim,Nao
38,93,Nao,Sim,Nao
39,93,Nao,Nao,Nao
39,93,Sim,Nao,Nao
39,93,Sim,Sim,Nao
39,93,Nao,Sim,Nao
40,93,Nao,Nao,Nao
40,93,Sim,Nao,Nao
40,93,Sim,Sim,Nao
40,93,Nao,Sim,Nao
1,92,Nao,Nao,Nao
1,92,Sim,Nao,Nao
1,92,Sim,Sim,Nao
1,92,Nao,Sim,Nao
2,92,Nao,Nao,Nao
2,92,Sim,Nao,Nao
2,92,Sim,Sim,Nao
2,92,Nao,Sim,Nao
3,92,Nao,Nao,Nao
3,92,Sim,Nao,Nao
3,92,Sim,Sim,Nao
3,92,Nao,Sim,Nao
4,92,Nao,Nao,Nao
4,92,Sim,Nao,Nao
4,92,Sim,Sim,Nao
4,92,Nao,Sim,Nao
5,92,Nao,Nao,Nao
5,92,Sim,Nao,Nao
5,92,Sim,Sim,Nao
5,92,Nao,Sim,Nao
6,92,Nao,Nao,Nao
6,92,Sim,Nao,Nao
6,92,Sim,Sim,Nao
6,92,Nao,Sim,Nao
7,92,Nao,Nao,Nao
7,92,Sim,Nao,Nao
7,92,Sim,Sim,Nao
7,92,Nao,Sim,Nao
8,92,Nao,Nao,Nao
8,92,Sim,Nao,Nao
8,92,Sim,Sim,Nao
8,92,Nao,Sim,Nao
9,92,Nao,Nao,Nao
9,92,Sim,Nao,Nao
9,92,Sim,Sim,Nao
9,92,Nao,Sim,Nao
10,92,Nao,Nao,Nao
10,92,Sim,Nao,Nao
10,92,Sim,Sim,Nao
10,92,Nao,Sim,Nao
11,92,Nao,Nao,Nao
11,92,Sim,Nao,Nao
11,92,Sim,Sim,Nao
11,92,Nao,Sim,Nao
21,92,Nao,Nao,Nao
21,92,Sim,Nao,Nao
21,92,Sim,Sim,Nao
21,92,Nao,Sim,Nao
22,92,Nao,Nao,Nao
22,92,Sim,Nao,Nao
22,92,Sim,Sim,Nao
22,92,Nao,Sim,Nao
23,92,Nao,Nao,Nao
23,92,Sim,Nao,Nao
23,92,Sim,Sim,Nao
23,92,Nao,Sim,Nao
24,92,Nao,Nao,Nao
24,92,Sim,Nao,Nao
24,92,Sim,Sim,Nao
24,92,Nao,Sim,Nao
25,92,Nao,Nao,Nao
25,92,Sim,Nao,Nao
25,92,Sim,Sim,Nao
25,92,Nao,Sim,Nao
26,92,Nao,Nao,Nao
26,92,Sim,Nao,Nao
26,92,Sim,Sim,Nao
26,92,Nao,Sim,Nao
27,92,Nao,Nao,Nao
27,92,Sim,Nao,Nao
27,92,Sim,Sim,Nao
27,92,Nao,Sim,Nao
28,92,Nao,Nao,Nao
28,92,Sim,Nao,Nao
28,92,Sim,Sim,Nao
28,92,Nao,Sim,Nao
29,92,Nao,Nao,Nao
29,92,Sim,Nao,Nao
29,92,Sim,Sim,Nao
29,92,Nao,Sim,Nao
30,92,Nao,Nao,Nao
30,92,Sim,Nao,Nao
30,92,Sim,Sim,Nao
30,92,Nao,Sim,Nao
31,92,Nao,Nao,Nao
31,92,Sim,Nao,Nao
31,92,Sim,Sim,Nao
31,92,Nao,Sim,Nao
32,92,Nao,Nao,Nao
32,92,Sim,Nao,Nao
32,92,Sim,Sim,Nao
32,92,Nao,Sim,Nao
33,92,Nao,Nao,Nao
33,92,Sim,Nao,Nao
33,92,Sim,Sim,Nao
33,92,Nao,Sim,Nao
34,92,Nao,Nao,Nao
34,92,Sim,Nao,Nao
34,92,Sim,Sim,Nao
34,92,Nao,Sim,Nao
35,92,Nao,Nao,Nao
35,92,Sim,Nao,Nao
35,92,Sim,Sim,Nao
35,92,Nao,Sim,Nao
36,92,Nao,Nao,Nao
36,92,Sim,Nao,Nao
36,92,Sim,Sim,Nao
36,92,Nao,Sim,Nao
37,92,Nao,Nao,Nao
37,92,Sim,Nao,Nao
37,92,Sim,Sim,Nao
37,92,Nao,Sim,Nao
38,92,Nao,Nao,Nao
38,92,Sim,Nao,Nao
38,92,Sim,Sim,Nao
38,92,Nao,Sim,Nao
39,92,Nao,Nao,Nao
39,92,Sim,Nao,Nao
39,92,Sim,Sim,Nao
39,92,Nao,Sim,Nao
40,92,Nao,Nao,Nao
40,92,Sim,Nao,Nao
40,92,Sim,Sim,Nao
40,92,Nao,Sim,Nao
1,91,Nao,Nao,Nao
1,91,Sim,Nao,Nao
1,91,Sim,Sim,Nao
1,91,Nao,Sim,Nao
2,91,Nao,Nao,Nao
2,91,Sim,Nao,Nao
2,91,Sim,Sim,Nao
2,91,Nao,Sim,Nao
3,91,Nao,Nao,Nao
3,91,Sim,Nao,Nao
3,91,Sim,Sim,Nao
3,91,Nao,Sim,Nao
4,91,Nao,Nao,Nao
4,91,Sim,Nao,Nao
4,91,Sim,Sim,Nao
4,91,Nao,Sim,Nao
5,91,Nao,Nao,Nao
5,91,Sim,Nao,Nao
5,91,Sim,Sim,Nao
5,91,Nao,Sim,Nao
6,91,Nao,Nao,Nao
6,91,Sim,Nao,Nao
6,91,Sim,Sim,Nao
6,91,Nao,Sim,Nao
7,91,Nao,Nao,Nao
7,91,Sim,Nao,Nao
7,91,Sim,Sim,Nao
7,91,Nao,Sim,Nao
8,91,Nao,Nao,Nao
8,91,Sim,Nao,Nao
8,91,Sim,Sim,Nao
8,91,Nao,Sim,Nao
9,91,Nao,Nao,Nao
9,91,Sim,Nao,Nao
9,91,Sim,Sim,Nao
9,91,Nao,Sim,Nao
10,91,Nao,Nao,Nao
10,91,Sim,Nao,Nao
10,91,Sim,Sim,Nao
10,91,Nao,Sim,Nao
11,91,Nao,Nao,Nao
11,91,Sim,Nao,Nao
11,91,Sim,Sim,Nao
11,91,Nao,Sim,Nao
21,91,Nao,Nao,Nao
21,91,Sim,Nao,Nao
21,91,Sim,Sim,Nao
21,91,Nao,Sim,Nao
22,91,Nao,Nao,Nao
22,91,Sim,Nao,Nao
22,91,Sim,Sim,Nao
22,91,Nao,Sim,Nao
23,91,Nao,Nao,Nao
23,91,Sim,Nao,Nao
23,91,Sim,Sim,Nao
23,91,Nao,Sim,Nao
24,91,Nao,Nao,Nao
24,91,Sim,Nao,Nao
24,91,Sim,Sim,Nao
24,91,Nao,Sim,Nao
25,91,Nao,Nao,Nao
25,91,Sim,Nao,Nao
25,91,Sim,Sim,Nao
25,91,Nao,Sim,Nao
26,91,Nao,Nao,Nao
26,91,Sim,Nao,Nao
26,91,Sim,Sim,Nao
26,91,Nao,Sim,Nao
27,91,Nao,Nao,Nao
27,91,Sim,Nao,Nao
27,91,Sim,Sim,Nao
27,91,Nao,Sim,Nao
28,91,Nao,Nao,Nao
28,91,Sim,Nao,Nao
28,91,Sim,Sim,Nao
28,91,Nao,Sim,Nao
29,91,Nao,Nao,Nao
29,91,Sim,Nao,Nao
29,91,Sim,Sim,Nao
29,91,Nao,Sim,Nao
30,91,Nao,Nao,Nao
30,91,Sim,Nao,Nao
30,91,Sim,Sim,Nao
30,91,Nao,Sim,Nao
31,91,Nao,Nao,Nao
31,91,Sim,Nao,Nao
31,91,Sim,Sim,Nao
31,91,Nao,Sim,Nao
32,91,Nao,Nao,Nao
32,91,Sim,Nao,Nao
32,91,Sim,Sim,Nao
32,91,Nao,Sim,Nao
33,91,Nao,Nao,Nao
33,91,Sim,Nao,Nao
33,91,Sim,Sim,Nao
33,91,Nao,Sim,Nao
34,91,Nao,Nao,Nao
34,91,Sim,Nao,Nao
34,91,Sim,Sim,Nao
34,91,Nao,Sim,Nao
35,91,Nao,Nao,Nao
35,91,Sim,Nao,Nao
35,91,Sim,Sim,Nao
35,91,Nao,Sim,Nao
36,91,Nao,Nao,Nao
36,91,Sim,Nao,Nao
36,91,Sim,Sim,Nao
36,91,Nao,Sim,Nao
37,91,Nao,Nao,Nao
37,91,Sim,Nao,Nao
37,91,Sim,Sim,Nao
37,91,Nao,Sim,Nao
38,91,Nao,Nao,Nao
38,91,Sim,Nao,Nao
38,91,Sim,Sim,Nao
38,91,Nao,Sim,Nao
39,91,Nao,Nao,Nao
39,91,Sim,Nao,Nao
39,91,Sim,Sim,Nao
39,91,Nao,Sim,Nao
40,91,Nao,Nao,Nao
40,91,Sim,Nao,Nao
40,91,Sim,Sim,Nao
40,91,Nao,Sim,Nao
1,90,Nao,Nao,Nao
1,90,Sim,Nao,Nao
1,90,Sim,Sim,Nao
1,90,Nao,Sim,Nao
2,90,Nao,Nao,Nao
2,90,Sim,Nao,Nao
2,90,Sim,Sim,Nao
2,90,Nao,Sim,Nao
3,90,Nao,Nao,Nao
3,90,Sim,Nao,Nao
3,90,Sim,Sim,Nao
3,90,Nao,Sim,Nao
4,90,Nao,Nao,Nao
4,90,Sim,Nao,Nao
4,90,Sim,Sim,Nao
4,90,Nao,Sim,Nao
5,90,Nao,Nao,Nao
5,90,Sim,Nao,Nao
5,90,Sim,Sim,Nao
5,90,Nao,Sim,Nao
6,90,Nao,Nao,Nao
6,90,Sim,Nao,Nao
6,90,Sim,Sim,Nao
6,90,Nao,Sim,Nao
7,90,Nao,Nao,Nao
7,90,Sim,Nao,Nao
7,90,Sim,Sim,Nao
7,90,Nao,Sim,Nao
8,90,Nao,Nao,Nao
8,90,Sim,Nao,Nao
8,90,Sim,Sim,Nao
8,90,Nao,Sim,Nao
9,90,Nao,Nao,Nao
9,90,Sim,Nao,Nao
9,90,Sim,Sim,Nao
9,90,Nao,Sim,Nao
10,90,Nao,Nao,Nao
10,90,Sim,Nao,Nao
10,90,Sim,Sim,Nao
10,90,Nao,Sim,Nao
11,90,Nao,Nao,Nao
11,90,Sim,Nao,Nao
11,90,Sim,Sim,Nao
11,90,Nao,Sim,Nao
21,90,Nao,Nao,Nao
21,90,Sim,Nao,Nao
21,90,Sim,Sim,Nao
21,90,Nao,Sim,Nao
22,90,Nao,Nao,Nao
22,90,Sim,Nao,Nao
22,90,Sim,Sim,Nao
22,90,Nao,Sim,Nao
23,90,Nao,Nao,Nao
23,90,Sim,Nao,Nao
23,90,Sim,Sim,Nao
23,90,Nao,Sim,Nao
24,90,Nao,Nao,Nao
24,90,Sim,Nao,Nao
24,90,Sim,Sim,Nao
24,90,Nao,Sim,Nao
25,90,Nao,Nao,Nao
25,90,Sim,Nao,Nao
25,90,Sim,Sim,Nao
25,90,Nao,Sim,Nao
26,90,Nao,Nao,Nao
26,90,Sim,Nao,Nao
26,90,Sim,Sim,Nao
26,90,Nao,Sim,Nao
27,90,Nao,Nao,Nao
27,90,Sim,Nao,Nao
27,90,Sim,Sim,Nao
27,90,Nao,Sim,Nao
28,90,Nao,Nao,Nao
28,90,Sim,Nao,Nao
28,90,Sim,Sim,Nao
28,90,Nao,Sim,Nao
29,90,Nao,Nao,Nao
29,90,Sim,Nao,Nao
29,90,Sim,Sim,Nao
29,90,Nao,Sim,Nao
30,90,Nao,Nao,Nao
30,90,Sim,Nao,Nao
30,90,Sim,Sim,Nao
30,90,Nao,Sim,Nao
31,90,Nao,Nao,Nao
31,90,Sim,Nao,Nao
31,90,Sim,Sim,Nao
31,90,Nao,Sim,Nao
32,90,Nao,Nao,Nao
32,90,Sim,Nao,Nao
32,90,Sim,Sim,Nao
32,90,Nao,Sim,Nao
33,90,Nao,Nao,Nao
33,90,Sim,Nao,Nao
33,90,Sim,Sim,Nao
33,90,Nao,Sim,Nao
34,90,Nao,Nao,Nao
34,90,Sim,Nao,Nao
34,90,Sim,Sim,Nao
34,90,Nao,Sim,Nao
35,90,Nao,Nao,Nao
35,90,Sim,Nao,Nao
35,90,Sim,Sim,Nao
35,90,Nao,Sim,Nao
36,90,Nao,Nao,Nao
36,90,Sim,Nao,Nao
36,90,Sim,Sim,Nao
36,90,Nao,Sim,Nao
37,90,Nao,Nao,Nao
37,90,Sim,Nao,Nao
37,90,Sim,Sim,Nao
37,90,Nao,Sim,Nao
38,90,Nao,Nao,Nao
38,90,Sim,Nao,Nao
38,90,Sim,Sim,Nao
38,90,Nao,Sim,Nao
39,90,Nao,Nao,Nao
39,90,Sim,Nao,Nao
39,90,Sim,Sim,Nao
39,90,Nao,Sim,Nao
40,90,Nao,Nao,Nao
40,90,Sim,Nao,Nao
40,90,Sim,Sim,Nao
40,90,Nao,Sim,Nao
1,<90,Nao,Nao,Nao
1,<90,Sim,Nao,Nao
1,<90,Sim,Sim,Nao
1,<90,Nao,Sim,Nao
2,<90,Nao,Nao,Nao
2,<90,Sim,Nao,Nao
2,<90,Sim,Sim,Nao
2,<90,Nao,Sim,Nao
3,<90,Nao,Nao,Nao
3,<90,Sim,Nao,Nao
3,<90,Sim,Sim,Nao
3,<90,Nao,Sim,Nao
4,<90,Nao,Nao,Nao
4,<90,Sim,Nao,Nao
4,<90,Sim,Sim,Nao
4,<90,Nao,Sim,Nao
5,<90,Nao,Nao,Nao
5,<90,Sim,Nao,Nao
5,<90,Sim,Sim,Nao
5,<90,Nao,Sim,Nao
6,<90,Nao,Nao,Nao
6,<90,Sim,Nao,Nao
6,<90,Sim,Sim,Nao
6,<90,Nao,Sim,Nao
7,<90,Nao,Nao,Nao
7,<90,Sim,Nao,Nao
7,<90,Sim,Sim,Nao
7,<90,Nao,Sim,Nao
8,<90,Nao,Nao,Nao
8,<90,Sim,Nao,Nao
8,<90,Sim,Sim,Nao
8,<90,Nao,Sim,Nao
9,<90,Nao,Nao,Nao
9,<90,Sim,Nao,Nao
9,<90,Sim,Sim,Nao
9,<90,Nao,Sim,Nao
10,<90,Nao,Nao,Nao
10,<90,Sim,Nao,Nao
10,<90,Sim,Sim,Nao
10,<90,Nao,Sim,Nao
11,<90,Nao,Nao,Nao
11,<90,Sim,Nao,Nao
11,<90,Sim,Sim,Nao
11,<90,Nao,Sim,Nao
21,<90,Nao,Nao,Nao
21,<90,Sim,Nao,Nao
21,<90,Sim,Sim,Nao
21,<90,Nao,Sim,Nao
22,<90,Nao,Nao,Nao
22,<90,Sim,Nao,Nao
22,<90,Sim,Sim,Nao
22,<90,Nao,Sim,Nao
23,<90,Nao,Nao,Nao
23,<90,Sim,Nao,Nao
23,<90,Sim,Sim,Nao
23,<90,Nao,Sim,Nao
24,<90,Nao,Nao,Nao
24,<90,Sim,Nao,Nao
24,<90,Sim,Sim,Nao
24,<90,Nao,Sim,Nao
25,<90,Nao,Nao,Nao
25,<90,Sim,Nao,Nao
25,<90,Sim,Sim,Nao
25,<90,Nao,Sim,Nao
26,<90,Nao,Nao,Nao
26,<90,Sim,Nao,Nao
26,<90,Sim,Sim,Nao
26,<90,Nao,Sim,Nao
27,<90,Nao,Nao,Nao
27,<90,Sim,Nao,Nao
27,<90,Sim,Sim,Nao
27,<90,Nao,Sim,Nao
28,<90,Nao,Nao,Nao
28,<90,Sim,Nao,Nao
28,<90,Sim,Sim,Nao
28,<90,Nao,Sim,Nao
29,<90,Nao,Nao,Nao
29,<90,Sim,Nao,Nao
29,<90,Sim,Sim,Nao
29,<90,Nao,Sim,Nao
30,<90,Nao,Nao,Nao
30,<90,Sim,Nao,Nao
30,<90,Sim,Sim,Nao
30,<90,Nao,Sim,Nao
31,<90,Nao,Nao,Nao
31,<90,Sim,Nao,Nao
31,<90,Sim,Sim,Nao
31,<90,Nao,Sim,Nao
32,<90,Nao,Nao,Nao
32,<90,Sim,Nao,Nao
32,<90,Sim,Sim,Nao
32,<90,Nao,Sim,Nao
33,<90,Nao,Nao,Nao
33,<90,Sim,Nao,Nao
33,<90,Sim,Sim,Nao
33,<90,Nao,Sim,Nao
34,<90,Nao,Nao,Nao
34,<90,Sim,Nao,Nao
34,<90,Sim,Sim,Nao
34,<90,Nao,Sim,Nao
35,<90,Nao,Nao,Nao
35,<90,Sim,Nao,Nao
35,<90,Sim,Sim,Nao
35,<90,Nao,Sim,Nao
36,<90,Nao,Nao,Nao
36,<90,Sim,Nao,Nao
36,<90,Sim,Sim,Nao
36,<90,Nao,Sim,Nao
37,<90,Nao,Nao,Nao
37,<90,Sim,Nao,Nao
37,<90,Sim,Sim,Nao
37,<90,Nao,Sim,Nao
38,<90,Nao,Nao,Nao
38,<90,Sim,Nao,Nao
38,<90,Sim,Sim,Nao
38,<90,Nao,Sim,Nao
39,<90,Nao,Nao,Nao
39,<90,Sim,Nao,Nao
39,<90,Sim,Sim,Nao
39,<90,Nao,Sim,Nao
40,<90,Nao,Nao,Nao
40,<90,Sim,Nao,Nao
40,<90,Sim,Sim,Nao
40,<90,Nao,Sim,Nao
12,100,Sim,Sim,Sim
12,100,Nao,Sim,Sim
12,100,Nao,Nao,Sim
12,100,Sim,Nao,Sim
13,100,Sim,Sim,Sim
13,100,Nao,Sim,Sim
13,100,Nao,Nao,Sim
13,100,Sim,Nao,Sim
14,100,Sim,Sim,Sim
14,100,Nao,Sim,Sim
14,100,Nao,Nao,Sim
14,100,Sim,Nao,Sim
15,100,Sim,Sim,Sim
15,100,Nao,Sim,Sim
15,100,Nao,Nao,Sim
15,100,Sim,Nao,Sim
16,100,Sim,Sim,Sim
16,100,Nao,Sim,Sim
16,100,Nao,Nao,Sim
16,100,Nao,Nao,Nao
17,100,Sim,Sim,Sim
17,100,Nao,Sim,Sim
17,100,Nao,Nao,Sim
17,100,Nao,Nao,Nao
18,100,Sim,Sim,Sim
18,100,Nao,Sim,Sim
18,100,Nao,Nao,Sim
18,100,Nao,Nao,Nao
19,100,Sim,Sim,Sim
19,100,Nao,Sim,Sim
19,100,Nao,Nao,Sim
19,100,Nao,Nao,Nao
20,100,Sim,Sim,Sim
20,100,Nao,Sim,Sim
20,100,Nao,Nao,Sim
20,100,Nao,Nao,Nao
12,99,Sim,Sim,Sim
12,99,Nao,Sim,Sim
12,99,Nao,Nao,Sim
12,99,Sim,Nao,Sim
13,99,Sim,Sim,Sim
13,99,Nao,Sim,Sim
13,99,Nao,Nao,Sim
13,99,Sim,Nao,Sim
14,99,Sim,Sim,Sim
14,99,Nao,Sim,Sim
14,99,Nao,Nao,Sim
14,99,Sim,Nao,Sim
15,99,Sim,Sim,Sim
15,99,Nao,Sim,Sim
15,99,Nao,Nao,Sim
15,99,Sim,Nao,Sim
16,99,Sim,Sim,Sim
16,99,Nao,Sim,Sim
16,99,Nao,Nao,Sim
16,99,Nao,Nao,Nao
17,99,Sim,Sim,Sim
17,99,Nao,Sim,Sim
17,99,Nao,Nao,Sim
17,99,Nao,Nao,Nao
18,99,Sim,Sim,Sim
18,99,Nao,Sim,Sim
18,99,Nao,Nao,Sim
18,99,Nao,Nao,Nao
19,99,Sim,Sim,Sim
19,99,Nao,Sim,Sim
19,99,Nao,Nao,Sim
19,99,Nao,Nao,Nao
20,99,Sim,Sim,Sim
20,99,Nao,Sim,Sim
20,99,Nao,Nao,Sim
20,99,Nao,Nao,Nao
12,98,Sim,Sim,Sim
12,98,Nao,Sim,Sim
12,98,Nao,Nao,Sim
12,98,Sim,Nao,Sim
13,98,Sim,Sim,Sim
13,98,Nao,Sim,Sim
13,98,Nao,Nao,Sim
13,98,Sim,Nao,Sim
14,98,Sim,Sim,Sim
14,98,Nao,Sim,Sim
14,98,Nao,Nao,Sim
14,98,Sim,Nao,Sim
15,98,Sim,Sim,Sim
15,98,Nao,Sim,Sim
15,98,Nao,Nao,Sim
15,98,Sim,Nao,Sim
16,98,Sim,Sim,Sim
16,98,Nao,Sim,Sim
16,98,Nao,Nao,Sim
16,98,Nao,Nao,Nao
17,98,Sim,Sim,Sim
17,98,Nao,Sim,Sim
17,98,Nao,Nao,Sim
17,98,Nao,Nao,Nao
18,98,Sim,Sim,Sim
18,98,Nao,Sim,Sim
18,98,Nao,Nao,Sim
18,98,Nao,Nao,Nao
19,98,Sim,Sim,Sim
19,98,Nao,Sim,Sim
19,98,Nao,Nao,Sim
19,98,Nao,Nao,Nao
20,98,Sim,Sim,Sim
20,98,Nao,Sim,Sim
20,98,Nao,Nao,Sim
20,98,Nao,Nao,Nao
12,97,Sim,Sim,Sim
12,97,Nao,Sim,Sim
12,97,Nao,Nao,Sim
12,97,Sim,Nao,Sim
13,97,Sim,Sim,Sim
13,97,Nao,Sim,Sim
13,97,Nao,Nao,Sim
13,97,Sim,Nao,Sim
14,97,Sim,Sim,Sim
14,97,Nao,Sim,Sim
14,97,Nao,Nao,Sim
14,97,Sim,Nao,Sim
15,97,Sim,Sim,Sim
15,97,Nao,Sim,Sim
15,97,Nao,Nao,Sim
15,97,Sim,Nao,Sim
16,97,Sim,Sim,Sim
16,97,Nao,Sim,Sim
16,97,Nao,Nao,Sim
16,97,Nao,Nao,Nao
17,97,Sim,Sim,Sim
17,97,Nao,Sim,Sim
17,97,Nao,Nao,Sim
17,97,Nao,Nao,Nao
18,97,Sim,Sim,Sim
18,97,Nao,Sim,Sim
18,97,Nao,Nao,Sim
18,97,Nao,Nao,Nao
19,97,Sim,Sim,Sim
19,97,Nao,Sim,Sim
19,97,Nao,Nao,Sim
19,97,Nao,Nao,Nao
20,97,Sim,Sim,Sim
20,97,Nao,Sim,Sim
20,97,Nao,Nao,Sim
20,97,Nao,Nao,Nao
12,96,Sim,Sim,Sim
12,96,Nao,Sim,Sim
12,96,Nao,Nao,Sim
12,96,Sim,Nao,Sim
13,96,Sim,Sim,Sim
13,96,Nao,Sim,Sim
13,96,Nao,Nao,Sim
13,96,Sim,Nao,Sim
14,96,Sim,Sim,Sim
14,96,Nao,Sim,Sim
14,96,Nao,Nao,Sim
14,96,Sim,Nao,Sim
15,96,Sim,Sim,Sim
15,96,Nao,Sim,Sim
15,96,Nao,Nao,Sim
15,96,Sim,Nao,Sim
16,96,Sim,Sim,Sim
16,96,Nao,Sim,Sim
16,96,Nao,Nao,Sim
16,96,Nao,Nao,Nao
17,96,Sim,Sim,Sim
17,96,Nao,Sim,Sim
17,96,Nao,Nao,Sim
17,96,Nao,Nao,Nao
18,96,Sim,Sim,Sim
18,96,Nao,Sim,Sim
18,96,Nao,Nao,Sim
18,96,Nao,Nao,Nao
19,96,Sim,Sim,Sim
19,96,Nao,Sim,Sim
19,96,Nao,Nao,Sim
19,96,Nao,Nao,Nao
20,96,Sim,Sim,Sim
20,96,Nao,Sim,Sim
20,96,Nao,Nao,Sim
20,96,Nao,Nao,Nao
12,95,Sim,Sim,Sim
12,95,Nao,Sim,Sim
12,95,Nao,Nao,Sim
12,95,Sim,Nao,Sim
13,95,Sim,Sim,Sim
13,95,Nao,Sim,Sim
13,95,Nao,Nao,Sim
13,95,Sim,Nao,Sim
14,95,Sim,Sim,Sim
14,95,Nao,Sim,Sim
14,95,Nao,Nao,Sim
14,95,Sim,Nao,Sim
15,95,Sim,Sim,Sim
15,95,Nao,Sim,Sim
15,95,Nao,Nao,Sim
15,95,Sim,Nao,Sim
16,95,Sim,Sim,Sim
16,95,Nao,Sim,Sim
16,95,Nao,Nao,Sim
16,95,Nao,Nao,Nao
17,95,Sim,Sim,Sim
17,95,Nao,Sim,Sim
17,95,Nao,Nao,Sim
17,95,Nao,Nao,Nao
18,95,Sim,Sim,Sim
18,95,Nao,Sim,Sim
18,95,Nao,Nao,Sim
18,95,Nao,Nao,Nao
19,95,Sim,Sim,Sim
